Session_ID,Intent,Referrer,Device,Time_of_Day,Category,Search_Used,Search_Query,Scroll_Depth,Product_Views,Filter_Used,Sort_Type,Session_Duration_sec,Add_to_Cart,Purchase
578,Price-sensitive,Google,Tablet,Evening,Sale,True,discount,40,6,True,Price Low-High,494,True,False
579,Price-sensitive,Google,Tablet,Evening,Sale,False,,56,10,True,Price Low-High,569,False,False
580,Explorer,Instagram,Mobile,Afternoon,Running,False,,92,16,False,Trending,647,False,False
581,Research,Direct,Desktop,Afternoon,Home,False,,69,8,True,Price Low-High,947,True,False
582,Explorer,Instagram,Desktop,Afternoon,Home,False,,82,16,False,Trending,478,False,False
583,Price-sensitive,Direct,Desktop,Afternoon,Sale,False,,57,7,True,Price Low-High,300,True,False
584,Price-sensitive,Direct,Tablet,Afternoon,Sale,False,,53,10,True,Price Low-High,477,True,False
585,Research,Google,Desktop,Morning,Beauty,True,skincare,80,11,True,Highest Rated,702,False,False
586,Research,Email,Desktop,Evening,Home,True,coffee table,75,10,True,Highest Rated,985,False,False
587,Research,Email,Desktop,Evening,Beauty,True,perfume,78,14,True,Highest Rated,838,False,False
588,Explorer,Instagram,Tablet,Afternoon,Running,False,,92,12,False,Trending,414,False,False
589,Price-sensitive,Google,Tablet,Morning,Sale,True,discount,47,8,True,Price Low-High,380,True,True
590,Explorer,Direct,Mobile,Evening,Home,False,,92,12,False,Trending,722,False,False
591,Explorer,Instagram,Mobile,Morning,Home,False,,81,16,False,Trending,641,False,False
592,Goal-driven,Google,Mobile,Morning,Running,True,adidas trainers,21,3,False,Relevance,205,True,False
593,Price-sensitive,Email,Mobile,Afternoon,Sale,True,discount,56,6,True,Price Low-High,581,True,True
594,Price-sensitive,Email,Tablet,Morning,Sale,True,discount,56,5,True,Price Low-High,540,False,False
595,Explorer,Instagram,Tablet,Afternoon,Running,False,,100,16,False,Trending,645,False,False
596,Goal-driven,Google,Desktop,Evening,Running,True,nike shoes,32,6,False,Newest,251,True,True
597,Goal-driven,Google,Desktop,Afternoon,Running,True,running shoes,20,2,False,Newest,239,False,False
598,Research,Google,Desktop,Afternoon,Beauty,True,lipstick,52,15,True,Price Low-High,947,False,False
599,Research,Google,Desktop,Afternoon,Home,True,coffee table,73,11,True,Highest Rated,435,True,False
600,Research,Google,Desktop,Morning,Sale,True,cheap deals,50,9,True,Highest Rated,835,False,False
601,Research,Google,Desktop,Afternoon,Electronics,True,gaming mouse,71,11,True,Price Low-High,609,False,False
602,Goal-driven,Google,Mobile,Evening,Beauty,True,perfume,46,4,False,Relevance,230,False,False
603,Goal-driven,Google,Mobile,Evening,Beauty,True,skincare,24,2,True,Relevance,73,True,True
604,Price-sensitive,Direct,Desktop,Morning,Sale,False,,45,7,True,Price Low-High,378,False,False
605,Goal-driven,Google,Mobile,Evening,Beauty,True,perfume,44,4,False,Relevance,78,True,False
606,Research,Direct,Desktop,Morning,Sale,True,clearance,78,11,True,Price Low-High,691,True,False
607,Goal-driven,Google,Desktop,Morning,Running,True,nike shoes,40,4,False,Newest,251,True,True
608,Research,Google,Desktop,Afternoon,Home,True,chair,75,9,True,Price Low-High,559,False,False
609,Explorer,Facebook,Mobile,Morning,Electronics,False,,80,17,False,Trending,813,False,False
610,Explorer,Instagram,Desktop,Afternoon,Home,False,,90,17,False,Trending,324,False,False
611,Price-sensitive,Direct,Tablet,Morning,Sale,True,discount,51,10,True,Price Low-High,440,False,False
612,Explorer,Facebook,Mobile,Afternoon,Running,False,,85,10,False,Trending,642,False,False
613,Research,Email,Desktop,Evening,Sale,True,clearance,77,12,True,Highest Rated,466,True,True
614,Price-sensitive,Email,Mobile,Evening,Sale,True,discount,60,9,True,Price Low-High,420,True,False
615,Research,Email,Desktop,Evening,Electronics,True,wireless headphones,68,15,True,Price Low-High,445,False,False
616,Research,Google,Desktop,Evening,Running,True,running shoes,59,13,True,Highest Rated,536,False,False
617,Research,Google,Desktop,Afternoon,Home,True,desk lamp,55,10,True,Price Low-High,654,False,False
618,Explorer,Instagram,Tablet,Afternoon,Sale,False,,89,17,False,Trending,560,False,False
619,Research,Google,Desktop,Morning,Beauty,False,,55,14,True,Price Low-High,674,False,False
620,Price-sensitive,Google,Desktop,Afternoon,Sale,True,discount,55,10,True,Price Low-High,244,True,False
621,Explorer,Instagram,Desktop,Evening,Home,False,,95,13,False,Trending,455,True,False
622,Goal-driven,Google,Mobile,Evening,Electronics,True,wireless headphones,45,2,True,Newest,129,True,True
623,Goal-driven,Google,Mobile,Morning,Electronics,True,monitor,48,4,True,Relevance,95,True,False
624,Research,Google,Desktop,Evening,Fashion,True,summer dress,56,9,True,Price Low-High,579,False,False
625,Explorer,Instagram,Tablet,Evening,Beauty,False,,84,20,False,Trending,627,True,False
626,Price-sensitive,Email,Tablet,Morning,Sale,False,,46,10,True,Price Low-High,293,True,True
627,Goal-driven,Google,Mobile,Afternoon,Beauty,True,skincare,35,3,False,Relevance,162,True,False
628,Research,Email,Desktop,Morning,Beauty,True,skincare,74,14,True,Price Low-High,407,False,False
629,Explorer,Direct,Tablet,Morning,Fashion,False,,96,14,False,Trending,648,False,False
630,Research,Email,Desktop,Afternoon,Home,True,coffee table,66,15,True,Price Low-High,840,True,True
631,Goal-driven,Google,Desktop,Morning,Beauty,True,skincare,43,5,False,Relevance,88,True,False
632,Explorer,Instagram,Tablet,Evening,Beauty,False,,95,10,False,Trending,659,False,False
633,Goal-driven,Google,Mobile,Morning,Beauty,True,skincare,46,3,True,Relevance,263,True,False
634,Goal-driven,Direct,Desktop,Afternoon,Beauty,True,perfume,33,4,False,Newest,105,True,True
635,Research,Direct,Desktop,Afternoon,Running,True,adidas trainers,77,10,True,Highest Rated,829,True,True
636,Price-sensitive,Direct,Tablet,Evening,Sale,True,discount,46,8,True,Price Low-High,220,True,True
637,Price-sensitive,Email,Tablet,Evening,Sale,True,discount,50,7,True,Price Low-High,217,True,False
638,Goal-driven,Google,Desktop,Afternoon,Electronics,True,gaming mouse,24,2,False,Newest,281,True,True
639,Goal-driven,Google,Desktop,Morning,Electronics,True,monitor,34,5,True,Newest,239,True,True
640,Goal-driven,Google,Desktop,Afternoon,Electronics,True,wireless headphones,28,4,False,Relevance,200,False,False
641,Explorer,Direct,Tablet,Morning,Beauty,False,,88,20,False,Trending,511,False,False
642,Research,Email,Desktop,Morning,Home,True,desk lamp,64,14,True,Price Low-High,690,False,False
643,Explorer,Facebook,Desktop,Evening,Beauty,False,,89,17,False,Trending,627,False,False
644,Goal-driven,Google,Mobile,Evening,Running,True,nike shoes,36,3,True,Relevance,86,False,False
645,Explorer,Instagram,Mobile,Morning,Fashion,False,,82,20,False,Trending,576,False,False
646,Explorer,Instagram,Tablet,Afternoon,Running,False,,84,11,False,Trending,401,False,False
647,Price-sensitive,Direct,Mobile,Afternoon,Sale,False,,49,6,True,Price Low-High,201,True,True
648,Explorer,Instagram,Tablet,Morning,Beauty,False,,80,19,False,Trending,674,False,False
649,Research,Email,Desktop,Morning,Electronics,False,,78,15,True,Highest Rated,862,False,False
650,Goal-driven,Google,Desktop,Morning,Running,True,running shoes,27,6,True,Newest,194,True,True
651,Goal-driven,Google,Desktop,Evening,Running,True,running shoes,44,4,False,Relevance,163,False,False
652,Research,Google,Desktop,Afternoon,Sale,True,cheap deals,73,8,True,Price Low-High,890,False,False
653,Research,Direct,Desktop,Afternoon,Sale,True,discount,50,13,True,Price Low-High,846,True,True
654,Price-sensitive,Google,Tablet,Evening,Sale,False,,55,6,True,Price Low-High,371,False,False
655,Explorer,Instagram,Tablet,Evening,Sale,False,,94,15,False,Trending,527,False,False
656,Explorer,Facebook,Desktop,Afternoon,Sale,False,,89,15,False,Trending,490,False,False
657,Explorer,Instagram,Mobile,Morning,Beauty,False,,88,20,False,Trending,857,False,False
658,Explorer,Instagram,Tablet,Morning,Beauty,False,,80,11,False,Trending,735,False,False
659,Explorer,Instagram,Mobile,Morning,Beauty,False,,99,19,False,Trending,774,False,False
660,Price-sensitive,Email,Mobile,Evening,Sale,False,,41,5,True,Price Low-High,513,False,False
661,Price-sensitive,Email,Tablet,Morning,Sale,True,discount,45,8,True,Price Low-High,492,True,False
662,Goal-driven,Google,Mobile,Evening,Running,True,adidas trainers,33,2,False,Relevance,66,True,True
663,Price-sensitive,Email,Tablet,Morning,Sale,False,,48,6,True,Price Low-High,226,False,False
664,Explorer,Instagram,Tablet,Evening,Home,False,,84,19,False,Trending,467,False,False
665,Price-sensitive,Google,Desktop,Evening,Sale,False,,41,7,True,Price Low-High,536,False,False
666,Explorer,Instagram,Desktop,Morning,Fashion,False,,90,14,False,Trending,721,True,False
667,Price-sensitive,Google,Desktop,Morning,Sale,False,,64,6,True,Price Low-High,423,False,False
668,Explorer,Instagram,Desktop,Evening,Beauty,False,,92,11,False,Trending,795,False,False
669,Research,Google,Desktop,Evening,Fashion,True,white trainers,56,12,True,Price Low-High,532,False,False
670,Research,Google,Desktop,Evening,Running,False,,56,13,True,Price Low-High,597,True,True
671,Goal-driven,Google,Desktop,Afternoon,Running,True,nike shoes,45,4,False,Relevance,60,True,False
672,Explorer,Instagram,Tablet,Afternoon,Electronics,False,,92,14,False,Trending,674,False,False
673,Explorer,Instagram,Tablet,Evening,Fashion,False,,95,10,False,Trending,493,False,False
674,Research,Direct,Desktop,Evening,Fashion,True,black jacket,57,12,True,Price Low-High,752,False,False
675,Price-sensitive,Google,Mobile,Afternoon,Sale,False,,66,8,True,Price Low-High,463,True,False
676,Price-sensitive,Google,Desktop,Morning,Sale,False,,65,8,True,Price Low-High,218,False,False
677,Explorer,Direct,Mobile,Evening,Electronics,False,,95,19,False,Trending,619,False,False
678,Price-sensitive,Email,Tablet,Evening,Sale,False,,40,9,True,Price Low-High,568,False,False
679,Price-sensitive,Email,Mobile,Morning,Sale,True,discount,63,10,True,Price Low-High,204,False,False
680,Price-sensitive,Google,Tablet,Morning,Sale,False,,47,6,True,Price Low-High,537,True,True
681,Research,Direct,Desktop,Morning,Electronics,True,gaming mouse,55,8,True,Price Low-High,752,False,False
682,Price-sensitive,Direct,Desktop,Evening,Sale,False,,62,7,True,Price Low-High,442,True,False
683,Goal-driven,Google,Mobile,Evening,Running,True,nike shoes,31,3,False,Relevance,238,True,False
684,Explorer,Instagram,Desktop,Evening,Running,False,,97,15,False,Trending,342,False,False
685,Explorer,Instagram,Mobile,Morning,Beauty,False,,84,19,False,Trending,811,False,False
686,Price-sensitive,Email,Desktop,Afternoon,Sale,True,discount,46,9,True,Price Low-High,585,True,True
687,Goal-driven,Google,Desktop,Morning,Beauty,True,lipstick,29,6,True,Newest,84,True,True
688,Research,Email,Desktop,Evening,Beauty,False,,73,11,True,Highest Rated,838,True,False
689,Explorer,Direct,Tablet,Morning,Electronics,False,,81,17,False,Trending,894,False,False
690,Goal-driven,Google,Mobile,Afternoon,Beauty,True,perfume,32,5,False,Newest,208,False,False
691,Price-sensitive,Email,Mobile,Morning,Sale,True,discount,42,6,True,Price Low-High,237,False,False
692,Research,Direct,Desktop,Evening,Running,True,nike shoes,71,15,True,Price Low-High,994,True,False
693,Price-sensitive,Google,Mobile,Morning,Sale,True,discount,60,7,True,Price Low-High,442,False,False
694,Price-sensitive,Google,Mobile,Morning,Sale,False,,54,5,True,Price Low-High,328,True,True
695,Explorer,Direct,Mobile,Evening,Electronics,False,,93,20,False,Trending,574,False,False
696,Price-sensitive,Google,Tablet,Afternoon,Sale,False,,57,10,True,Price Low-High,351,True,False
697,Research,Direct,Desktop,Morning,Running,True,adidas trainers,74,15,True,Highest Rated,761,False,False
698,Price-sensitive,Google,Desktop,Afternoon,Sale,True,discount,47,10,True,Price Low-High,557,False,False
699,Research,Google,Desktop,Afternoon,Electronics,True,wireless headphones,75,9,True,Highest Rated,999,False,False
700,Price-sensitive,Email,Desktop,Afternoon,Sale,False,,65,7,True,Price Low-High,353,False,False
701,Research,Email,Desktop,Afternoon,Beauty,True,skincare,55,15,True,Highest Rated,513,True,False
702,Goal-driven,Google,Desktop,Afternoon,Running,True,adidas trainers,27,2,True,Newest,123,True,True
703,Price-sensitive,Email,Tablet,Afternoon,Sale,True,discount,55,8,True,Price Low-High,222,False,False
704,Explorer,Instagram,Desktop,Afternoon,Running,False,,93,19,False,Trending,363,False,False
705,Price-sensitive,Email,Mobile,Afternoon,Sale,True,discount,50,7,True,Price Low-High,326,True,True
706,Research,Google,Desktop,Evening,Fashion,False,,72,15,True,Price Low-High,625,True,True
707,Explorer,Instagram,Tablet,Evening,Sale,False,,88,12,False,Trending,770,False,False
708,Research,Direct,Desktop,Morning,Electronics,True,monitor,57,10,True,Price Low-High,764,False,False
709,Goal-driven,Google,Desktop,Evening,Beauty,True,skincare,22,4,True,Newest,129,True,False
710,Research,Direct,Desktop,Afternoon,Running,False,,69,12,True,Highest Rated,963,True,True
711,Price-sensitive,Email,Desktop,Morning,Sale,True,discount,53,10,True,Price Low-High,380,True,True
712,Goal-driven,Google,Mobile,Morning,Beauty,True,perfume,25,4,False,Relevance,280,True,False
713,Explorer,Instagram,Desktop,Afternoon,Running,False,,80,12,False,Trending,538,False,False
714,Goal-driven,Google,Mobile,Morning,Beauty,True,lipstick,45,2,False,Newest,264,True,True
715,Price-sensitive,Direct,Tablet,Morning,Sale,True,discount,43,10,True,Price Low-High,530,True,False
716,Goal-driven,Google,Desktop,Afternoon,Running,True,running shoes,31,6,False,Newest,246,False,False
717,Research,Google,Desktop,Morning,Fashion,False,,78,9,True,Highest Rated,552,True,False
718,Price-sensitive,Direct,Mobile,Morning,Sale,False,,70,5,True,Price Low-High,206,False,False
719,Price-sensitive,Google,Desktop,Morning,Sale,False,,47,9,True,Price Low-High,279,False,False
720,Goal-driven,Direct,Mobile,Morning,Beauty,True,skincare,40,2,False,Relevance,183,True,True
721,Goal-driven,Google,Desktop,Morning,Electronics,True,monitor,41,2,False,Newest,116,False,False
722,Explorer,Instagram,Desktop,Evening,Running,False,,93,16,False,Trending,480,False,False
723,Explorer,Facebook,Mobile,Evening,Electronics,False,,90,17,False,Trending,417,False,False
724,Price-sensitive,Email,Tablet,Afternoon,Sale,False,,57,9,True,Price Low-High,230,True,True
725,Research,Direct,Desktop,Evening,Electronics,True,gaming mouse,80,8,True,Highest Rated,541,False,False
726,Explorer,Instagram,Desktop,Evening,Running,False,,91,20,False,Trending,648,False,False
727,Research,Email,Desktop,Evening,Running,True,adidas trainers,60,8,True,Price Low-High,508,False,False
728,Explorer,Instagram,Desktop,Morning,Home,False,,97,16,False,Trending,737,False,False
729,Goal-driven,Google,Desktop,Evening,Running,True,adidas trainers,49,2,False,Newest,162,True,False
730,Explorer,Instagram,Desktop,Afternoon,Running,False,,95,12,False,Trending,604,False,False
731,Research,Direct,Desktop,Morning,Home,True,chair,65,11,True,Highest Rated,541,True,False
732,Goal-driven,Google,Mobile,Evening,Running,True,running shoes,23,6,True,Relevance,108,True,False
733,Goal-driven,Google,Desktop,Morning,Running,True,adidas trainers,42,2,False,Newest,182,True,True
734,Goal-driven,Google,Desktop,Afternoon,Beauty,True,perfume,38,2,False,Relevance,132,True,True
735,Goal-driven,Google,Mobile,Morning,Electronics,True,monitor,40,6,False,Relevance,224,False,False
736,Explorer,Direct,Mobile,Morning,Fashion,False,,84,18,False,Trending,796,False,False
737,Explorer,Instagram,Tablet,Afternoon,Beauty,False,,82,14,False,Trending,399,False,False
738,Price-sensitive,Email,Desktop,Afternoon,Sale,True,discount,54,9,True,Price Low-High,492,False,False
739,Price-sensitive,Direct,Mobile,Afternoon,Sale,True,discount,55,7,True,Price Low-High,419,True,True
740,Goal-driven,Google,Desktop,Morning,Electronics,True,gaming mouse,37,4,False,Newest,71,True,False
741,Explorer,Instagram,Desktop,Evening,Electronics,False,,91,18,False,Trending,816,False,False
742,Research,Google,Desktop,Morning,Running,False,,66,12,True,Highest Rated,878,False,False
743,Goal-driven,Google,Desktop,Afternoon,Running,True,nike shoes,33,5,False,Relevance,212,True,True
744,Explorer,Instagram,Mobile,Evening,Running,False,,95,10,False,Trending,873,False,False
745,Explorer,Instagram,Desktop,Morning,Fashion,False,,98,13,False,Trending,543,False,False
746,Goal-driven,Google,Desktop,Morning,Beauty,True,perfume,41,2,True,Relevance,67,True,True
747,Goal-driven,Google,Mobile,Evening,Beauty,True,lipstick,27,5,True,Relevance,150,False,False
748,Explorer,Facebook,Tablet,Afternoon,Beauty,False,,91,15,False,Trending,470,False,False
749,Goal-driven,Google,Mobile,Morning,Running,True,running shoes,22,6,False,Relevance,115,True,True
750,Research,Direct,Desktop,Morning,Beauty,True,lipstick,67,15,True,Highest Rated,621,True,False
751,Price-sensitive,Email,Desktop,Evening,Sale,False,,64,7,True,Price Low-High,406,True,False
752,Research,Direct,Desktop,Afternoon,Running,True,running shoes,55,15,True,Highest Rated,814,True,False
753,Price-sensitive,Direct,Desktop,Afternoon,Sale,False,,65,5,True,Price Low-High,437,False,False
754,Explorer,Instagram,Mobile,Evening,Home,False,,100,20,False,Trending,676,True,False
755,Explorer,Facebook,Tablet,Afternoon,Electronics,False,,98,13,False,Trending,509,False,False
756,Explorer,Facebook,Tablet,Afternoon,Running,False,,84,13,False,Trending,781,False,False
757,Price-sensitive,Direct,Mobile,Afternoon,Sale,False,,53,8,True,Price Low-High,251,True,False
758,Research,Google,Desktop,Evening,Running,True,running shoes,69,15,True,Price Low-High,975,False,False
759,Price-sensitive,Google,Mobile,Afternoon,Sale,False,,52,10,True,Price Low-High,499,True,True
760,Explorer,Facebook,Desktop,Afternoon,Home,False,,96,15,False,Trending,404,False,False
761,Price-sensitive,Direct,Desktop,Evening,Sale,True,discount,51,10,True,Price Low-High,577,False,False
762,Research,Email,Desktop,Morning,Home,False,,61,13,True,Price Low-High,733,False,False
763,Price-sensitive,Email,Mobile,Afternoon,Sale,True,discount,67,8,True,Price Low-High,447,True,False
764,Price-sensitive,Direct,Mobile,Evening,Sale,True,discount,68,9,True,Price Low-High,402,False,False
765,Price-sensitive,Email,Mobile,Morning,Sale,True,discount,52,7,True,Price Low-High,243,True,True
766,Explorer,Instagram,Tablet,Afternoon,Home,False,,98,14,False,Trending,556,False,False
767,Research,Google,Desktop,Evening,Running,True,adidas trainers,51,15,True,Highest Rated,647,False,False
768,Research,Google,Desktop,Morning,Fashion,True,summer dress,59,14,True,Price Low-High,588,False,False
769,Goal-driven,Google,Mobile,Evening,Beauty,True,skincare,49,5,False,Relevance,147,True,True
770,Explorer,Direct,Desktop,Morning,Running,False,,84,14,False,Trending,489,True,False
771,Goal-driven,Direct,Desktop,Morning,Electronics,True,gaming mouse,27,3,False,Newest,200,True,True
772,Explorer,Direct,Tablet,Afternoon,Running,False,,80,10,False,Trending,827,False,False
773,Explorer,Instagram,Tablet,Evening,Running,False,,85,20,False,Trending,763,False,False
774,Price-sensitive,Email,Desktop,Afternoon,Sale,False,,53,5,True,Price Low-High,382,False,False
775,Explorer,Instagram,Mobile,Afternoon,Sale,False,,92,14,False,Trending,648,False,False
776,Price-sensitive,Google,Mobile,Morning,Sale,False,,40,5,True,Price Low-High,272,True,True
777,Research,Email,Desktop,Evening,Home,True,chair,59,14,True,Highest Rated,743,True,True
778,Goal-driven,Direct,Desktop,Evening,Electronics,True,monitor,36,2,True,Newest,172,False,False
779,Price-sensitive,Direct,Mobile,Evening,Sale,True,discount,57,10,True,Price Low-High,255,True,False
780,Explorer,Facebook,Mobile,Afternoon,Electronics,False,,83,11,False,Trending,662,False,False
781,Goal-driven,Google,Desktop,Morning,Electronics,True,monitor,50,2,False,Relevance,155,True,True
782,Explorer,Direct,Mobile,Evening,Beauty,False,,92,16,False,Trending,685,True,False
783,Explorer,Instagram,Mobile,Afternoon,Fashion,False,,100,10,False,Trending,387,False,False
784,Goal-driven,Google,Mobile,Evening,Running,True,running shoes,40,4,True,Newest,135,True,True
785,Goal-driven,Google,Desktop,Afternoon,Running,True,adidas trainers,36,4,True,Relevance,116,False,False
786,Explorer,Instagram,Tablet,Evening,Beauty,False,,97,17,False,Trending,717,False,False
787,Goal-driven,Google,Mobile,Evening,Beauty,True,lipstick,39,5,True,Relevance,88,True,False
788,Explorer,Direct,Desktop,Morning,Fashion,False,,98,16,False,Trending,722,True,False
789,Price-sensitive,Direct,Desktop,Evening,Sale,True,discount,44,6,True,Price Low-High,383,False,False
790,Research,Email,Desktop,Morning,Beauty,True,skincare,65,14,True,Highest Rated,908,False,False
791,Research,Google,Desktop,Evening,Fashion,True,black jacket,50,9,True,Highest Rated,738,False,False
792,Goal-driven,Google,Desktop,Morning,Beauty,True,lipstick,36,4,True,Newest,271,True,True
793,Goal-driven,Google,Desktop,Afternoon,Running,True,nike shoes,26,2,False,Relevance,246,True,True
794,Price-sensitive,Email,Tablet,Morning,Sale,False,,48,9,True,Price Low-High,368,False,False
795,Goal-driven,Google,Desktop,Morning,Running,True,running shoes,45,5,False,Relevance,97,True,True
796,Research,Google,Desktop,Afternoon,Fashion,True,black jacket,71,8,True,Highest Rated,538,True,False
797,Price-sensitive,Direct,Mobile,Afternoon,Sale,False,,63,6,True,Price Low-High,340,True,False
798,Research,Email,Desktop,Afternoon,Home,True,coffee table,75,10,True,Price Low-High,968,True,False
799,Research,Google,Desktop,Evening,Home,False,,77,11,True,Price Low-High,630,False,False
800,Price-sensitive,Email,Desktop,Evening,Sale,True,discount,67,6,True,Price Low-High,428,True,True
801,Explorer,Facebook,Desktop,Evening,Running,False,,88,15,False,Trending,415,False,False
802,Goal-driven,Google,Mobile,Evening,Electronics,True,gaming mouse,28,2,False,Newest,150,True,True
803,Price-sensitive,Google,Desktop,Morning,Sale,False,,60,6,True,Price Low-High,236,True,False
804,Research,Google,Desktop,Evening,Fashion,False,,50,8,True,Highest Rated,466,False,False
805,Price-sensitive,Email,Tablet,Evening,Sale,False,,61,9,True,Price Low-High,504,False,False
806,Explorer,Instagram,Mobile,Afternoon,Beauty,False,,98,13,False,Trending,301,False,False
807,Price-sensitive,Email,Tablet,Afternoon,Sale,True,discount,67,7,True,Price Low-High,384,False,False
808,Goal-driven,Google,Desktop,Evening,Electronics,True,monitor,21,5,False,Relevance,115,True,True
809,Price-sensitive,Google,Desktop,Afternoon,Sale,False,,47,7,True,Price Low-High,386,True,True
810,Goal-driven,Google,Desktop,Afternoon,Electronics,True,wireless headphones,41,6,False,Newest,286,True,False
811,Research,Email,Desktop,Afternoon,Electronics,True,gaming mouse,65,14,True,Price Low-High,746,False,False
812,Research,Direct,Desktop,Evening,Running,True,adidas trainers,68,11,True,Highest Rated,756,False,False
813,Explorer,Instagram,Tablet,Morning,Home,False,,89,18,False,Trending,398,False,False
814,Research,Direct,Desktop,Evening,Running,True,running shoes,60,14,True,Price Low-High,736,False,False
815,Explorer,Instagram,Mobile,Evening,Beauty,False,,94,19,False,Trending,757,False,False
816,Price-sensitive,Google,Mobile,Afternoon,Sale,False,,59,5,True,Price Low-High,426,True,True
817,Goal-driven,Google,Desktop,Evening,Running,True,running shoes,20,6,False,Newest,104,False,False
818,Price-sensitive,Direct,Mobile,Morning,Sale,True,discount,40,7,True,Price Low-High,406,False,False
819,Price-sensitive,Email,Desktop,Evening,Sale,True,discount,53,7,True,Price Low-High,260,False,False
820,Explorer,Instagram,Tablet,Afternoon,Electronics,False,,98,11,False,Trending,428,False,False
821,Price-sensitive,Direct,Tablet,Morning,Sale,False,,41,6,True,Price Low-High,266,True,True
822,Price-sensitive,Direct,Tablet,Morning,Sale,True,discount,66,9,True,Price Low-High,211,False,False
823,Research,Direct,Desktop,Evening,Sale,True,discount,51,8,True,Highest Rated,772,False,False
824,Goal-driven,Google,Mobile,Morning,Running,True,adidas trainers,47,5,True,Relevance,126,True,False
825,Goal-driven,Google,Desktop,Morning,Electronics,True,monitor,45,6,False,Newest,289,True,True
826,Research,Google,Desktop,Afternoon,Home,False,,60,15,True,Highest Rated,615,False,False
827,Price-sensitive,Google,Tablet,Afternoon,Sale,False,,48,7,True,Price Low-High,574,True,True
828,Goal-driven,Google,Mobile,Afternoon,Electronics,True,gaming mouse,46,2,False,Relevance,221,False,False
829,Price-sensitive,Email,Tablet,Afternoon,Sale,False,,53,9,True,Price Low-High,411,False,False
830,Research,Google,Desktop,Evening,Running,True,running shoes,50,12,True,Price Low-High,704,False,False
831,Explorer,Instagram,Desktop,Afternoon,Sale,False,,81,16,False,Trending,792,True,False
832,Research,Direct,Desktop,Evening,Electronics,True,gaming mouse,70,8,True,Highest Rated,496,False,False
833,Research,Direct,Desktop,Afternoon,Beauty,True,skincare,61,8,True,Price Low-High,959,True,False
834,Goal-driven,Google,Desktop,Afternoon,Running,True,running shoes,21,2,False,Relevance,117,True,False
835,Research,Direct,Desktop,Evening,Running,False,,54,13,True,Price Low-High,522,False,False
836,Research,Google,Desktop,Morning,Beauty,False,,77,8,True,Price Low-High,488,False,False
837,Explorer,Instagram,Desktop,Morning,Beauty,False,,86,16,False,Trending,679,False,False
838,Research,Google,Desktop,Evening,Running,False,,76,14,True,Price Low-High,618,False,False
839,Price-sensitive,Direct,Desktop,Evening,Sale,True,discount,63,10,True,Price Low-High,436,True,False
840,Goal-driven,Google,Desktop,Evening,Running,True,running shoes,32,2,False,Relevance,64,True,False
841,Price-sensitive,Google,Mobile,Evening,Sale,True,discount,47,10,True,Price Low-High,572,True,False
842,Research,Direct,Desktop,Evening,Running,True,running shoes,72,14,True,Highest Rated,729,False,False
843,Research,Direct,Desktop,Evening,Beauty,True,perfume,56,9,True,Highest Rated,521,False,False
844,Explorer,Facebook,Tablet,Afternoon,Beauty,False,,93,10,False,Trending,518,False,False
845,Research,Google,Desktop,Evening,Fashion,True,white trainers,66,13,True,Price Low-High,784,True,False
846,Explorer,Instagram,Mobile,Morning,Beauty,False,,90,14,False,Trending,632,False,False
847,Research,Email,Desktop,Afternoon,Electronics,True,wireless headphones,65,12,True,Price Low-High,883,False,False
848,Goal-driven,Google,Desktop,Morning,Beauty,True,perfume,26,4,False,Relevance,128,True,False
849,Research,Email,Desktop,Afternoon,Sale,False,,68,14,True,Highest Rated,646,False,False
850,Goal-driven,Direct,Mobile,Morning,Running,True,adidas trainers,46,2,False,Newest,113,True,False
851,Price-sensitive,Google,Desktop,Afternoon,Sale,False,,51,7,True,Price Low-High,455,True,False
852,Research,Direct,Desktop,Morning,Electronics,True,monitor,70,8,True,Highest Rated,448,False,False
853,Research,Email,Desktop,Afternoon,Running,True,running shoes,73,10,True,Price Low-High,511,True,False
854,Price-sensitive,Email,Desktop,Evening,Sale,False,,65,7,True,Price Low-High,292,False,False
855,Explorer,Direct,Tablet,Morning,Fashion,False,,87,16,False,Trending,411,False,False
856,Goal-driven,Google,Desktop,Afternoon,Running,True,running shoes,44,3,False,Newest,200,True,True
857,Research,Email,Desktop,Morning,Home,False,,61,8,True,Price Low-High,992,False,False
858,Price-sensitive,Email,Mobile,Afternoon,Sale,True,discount,52,9,True,Price Low-High,522,True,False
859,Goal-driven,Direct,Desktop,Afternoon,Running,True,nike shoes,42,4,False,Relevance,89,True,False
860,Price-sensitive,Google,Mobile,Morning,Sale,False,,62,5,True,Price Low-High,407,False,False
861,Price-sensitive,Google,Mobile,Evening,Sale,False,,49,7,True,Price Low-High,600,True,True
862,Explorer,Facebook,Desktop,Afternoon,Home,False,,88,13,False,Trending,680,False,False
863,Explorer,Facebook,Mobile,Morning,Running,False,,94,16,False,Trending,486,False,False
864,Explorer,Facebook,Desktop,Morning,Fashion,False,,80,20,False,Trending,530,False,False
865,Price-sensitive,Email,Mobile,Evening,Sale,True,discount,64,8,True,Price Low-High,226,True,False
866,Goal-driven,Direct,Mobile,Evening,Running,True,nike shoes,47,3,True,Relevance,133,True,True
867,Price-sensitive,Email,Desktop,Morning,Sale,True,discount,46,9,True,Price Low-High,296,False,False
